,healthcare_worker,family_member_covid,family_member_covid_test,fam_mem_covid_dx,fm_mem_covid_hospitalized,covid_follow,covid_information_source___1,covid_information_source___2,covid_information_source___3,covid_information_source___4,covid_information_source___5,covid_information_source___6,covid_information_source___7,covid_information_source___8,covid_information_source___9,covid_information_source___10,confine,job,infection,food,death,hospital_access,covid_state,sd,ld,hw,fm,er,reopening,second_wave,number,state,belief,age,child,smoke,dm,immune,pregnant,hosp_rate,death_rate,incubation,corona,animal,screening,hand_wash,climate,sunlight,nasal_spray,hot_beverages,hand_sanitize,baby_wipes,covid_symptoms___1,covid_symptoms___2,covid_symptoms___3,covid_symptoms___4,covid_symptoms___5,vaccine_pcv_flu,mask_gloves___1,mask_gloves___2,social_distance_feet,isolation,corona_live,spread___1,spread___2,spread___3,spread___4,chloroquin,drug_trial,vaccine_trial,hospital,vent,administration,new_vaccine,new_medication,covid_vaccine,covid_vaccine_cause___1,covid_vaccine_cause___2,covid_vaccine_cause___3,covid_vaccine_cause___4,covid_vaccine_cause___5,flu_shot_y_n,Gender_string,your_age,your_education,your_race,financial_status,Census_region,Vaccine_Launch (PRE_POST)
1769,0.0,0.0,,,,3.0,1,0,1,1,1.0,0,0,0,1,0,1.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,2.0,4.0,1.0,2.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,0.0,1,1,1.0,1.0,0.0,0,1,1,1,1.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,1,0.0,0.0,0.0,0.0,1.0,1.0,Female,3.0,1.0,Other,2.0,South Atlantic,Yes
1770,0.0,1.0,1.0,1.0,1.0,2.0,1,0,1,1,0.0,0,1,1,0,1,3.0,4.0,5.0,3.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,2.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,1.0,1,1,1,1,1.0,3.0,3.0,5.0,4.0,4.0,2.0,4.0,1,1.0,0.0,0.0,0.0,0.0,1.0,Female,4.0,1.0,Other,1.0,Mid-Atlantic,Yes
1771,0.0,0.0,,,,3.0,1,1,1,1,1.0,0,1,1,1,0,4.0,3.0,4.0,4.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,1.0,2.0,5.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,1,1,1,0,1.0,1,1,1.0,1.0,0.0,0,1,1,1,1.0,1.0,1.0,3.0,2.0,1.0,1.0,4.0,1,1.0,0.0,0.0,0.0,0.0,1.0,Female,4.0,3.0,White,2.0,South Atlantic,Yes
1772,0.0,0.0,,,,3.0,1,0,1,1,0.0,0,0,0,0,0,2.0,1.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,1.0,5.0,5.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,0.0,1,1,1,1,1.0,1.0,1.0,4.0,5.0,5.0,1.0,3.0,1,0.0,0.0,0.0,0.0,1.0,1.0,Female,3.0,3.0,White,1.0,Mountain,Yes
1773,0.0,0.0,,,,2.0,1,1,1,1,0.0,0,1,1,0,0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,2.0,4.0,1.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,0,1.0,1,0,1.0,1.0,0.0,0,1,1,0,1.0,3.0,3.0,3.0,2.0,4.0,1.0,4.0,1,1.0,0.0,0.0,0.0,0.0,1.0,Female,3.0,5.0,Black,2.0,South Atlantic,Yes
1774,0.0,0.0,,,,8.0,1,0,0,0,0.0,0,0,0,0,0,4.0,1.0,3.0,1.0,2.0,1.0,2.0,5.0,5.0,5.0,5.0,1.0,2.0,2.0,4.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1,1,1,1,1.0,1,1,1.0,1.0,1.0,1,1,1,1,0.5,4.0,4.0,5.0,4.0,2.0,3.0,2.0,0,1.0,0.0,0.0,0.0,0.0,0.0,Male,3.0,1.0,White,3.0,East South Central,Yes
1775,1.0,1.0,1.0,0.0,,5.0,1,0,0,1,0.0,0,1,0,0,0,3.0,2.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,2.0,2.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,1.0,1,1,1,1,1.0,2.0,2.0,3.0,3.0,4.0,1.0,2.0,1,1.0,0.0,0.0,0.0,0.0,1.0,Female,4.0,3.0,White,2.0,New England,Yes
1776,0.0,0.0,,,,2.0,1,0,1,1,0.0,0,1,0,1,0,3.0,1.0,4.0,2.0,4.0,1.0,3.0,5.0,5.0,5.0,5.0,4.0,3.0,1.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,0,1.0,1.0,1.0,1,1,1,1,1.0,1.0,1.0,5.0,1.0,3.0,1.0,4.0,1,0.0,0.0,0.0,0.0,1.0,1.0,Male,4.0,1.0,White,2.0,East North Central,Yes
1777,0.0,0.0,,,,5.0,1,0,0,1,1.0,0,1,1,1,0,2.0,1.0,4.0,1.0,3.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0,1,1.0,1,0,1.0,1.0,0.0,0,1,1,1,1.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,1,0.0,0.0,1.0,0.0,0.0,1.0,Male,4.0,2.0,White,2.0,South Atlantic,Yes
1778,0.0,1.0,1.0,1.0,0.0,6.0,0,0,1,0,0.0,0,1,0,0,0,3.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,1.0,3.0,4.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,0.0,1,1,1.0,1.0,0.0,1,1,1,1,1.0,2.0,2.0,5.0,4.0,3.0,1.0,2.0,1,1.0,0.0,0.0,0.0,0.0,1.0,Female,3.0,4.0,White,2.0,West South Central,Yes
1779,1.0,1.0,1.0,1.0,,6.0,1,0,0,0,0.0,1,0,1,0,0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,1,1,1,0,0,0.0,1,1,1.0,1.0,1.0,1,1,1,1,0.0,2.0,2.0,5.0,5.0,5.0,2.0,2.0,1,0.0,1.0,1.0,1.0,0.0,1.0,Male,2.0,5.0,White,3.0,Mid-Atlantic,Yes
1780,0.0,0.0,,,,5.0,1,0,0,0,0.0,0,0,0,0,0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,5.0,5.0,5.0,5.0,4.0,4.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,0,1.0,1.0,1.0,0,1,1,1,1.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,1,0.0,0.0,0.0,0.0,1.0,1.0,Male,3.0,5.0,White,3.0,South Atlantic,Yes
1781,0.0,0.0,,,,1.0,0,1,0,0,0.0,0,1,1,1,1,2.0,2.0,3.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,4.0,4.0,1.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,1.0,1,1,1,1,1.0,4.0,4.0,5.0,4.0,4.0,2.0,4.0,1,1.0,0.0,0.0,0.0,0.0,1.0,Female,3.0,5.0,White,3.0,New England,Yes
1782,1.0,1.0,1.0,0.0,,6.0,0,1,0,1,0.0,0,0,0,1,1,4.0,4.0,5.0,3.0,5.0,3.0,5.0,4.0,4.0,5.0,5.0,2.0,3.0,1.0,4.0,5.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0,1,1.0,1,1,1.0,1.0,0.0,1,1,1,1,1.0,4.0,3.0,4.0,3.0,1.0,1.0,3.0,0,1.0,0.0,0.0,0.0,0.0,1.0,Female,2.0,5.0,Other,2.0,South Atlantic,Yes
1784,0.0,1.0,1.0,1.0,1.0,6.0,1,1,0,0,0.0,0,1,0,0,1,4.0,2.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,2.0,1.0,4.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,1.0,0,1,1,1,1.0,4.0,4.0,4.0,3.0,1.0,2.0,4.0,1,1.0,0.0,0.0,0.0,0.0,1.0,Female,2.0,5.0,White,3.0,South Atlantic,Yes
1785,0.0,1.0,1.0,0.0,,6.0,0,1,0,1,0.0,0,0,1,0,0,2.0,4.0,3.0,2.0,2.0,1.0,4.0,5.0,4.0,5.0,5.0,2.0,4.0,2.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,1.0,0,1,1,1,0.5,2.0,1.0,3.0,3.0,1.0,1.0,2.0,1,1.0,0.0,0.0,0.0,0.0,0.0,Female,2.0,5.0,White,3.0,South Atlantic,Yes
1786,0.0,0.0,,,,2.0,1,1,0,1,1.0,0,1,0,0,0,3.0,1.0,4.0,1.0,4.0,3.0,3.0,5.0,3.0,5.0,3.0,5.0,3.0,2.0,3.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1,1,1,1,1,1.0,1,1,1.0,1.0,1.0,0,1,1,1,0.0,2.0,2.0,3.0,3.0,4.0,,3.0,1,1.0,0.0,0.0,0.0,0.0,1.0,Female,4.0,3.0,White,2.0,Mid-Atlantic,Yes
1787,0.0,1.0,1.0,0.0,,6.0,1,1,0,0,0.0,0,1,1,0,0,3.0,3.0,4.0,2.0,3.0,2.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,1,1,1,1.0,1,0,1.0,1.0,1.0,0,1,1,0,0.5,3.0,3.0,4.0,3.0,2.0,1.0,1.0,1,1.0,0.0,1.0,0.0,0.0,1.0,Female,3.0,2.0,Other,1.0,Mid-Atlantic,Yes
1788,0.0,0.0,,,,5.0,1,1,0,0,0.0,0,1,1,1,0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0,0,1.0,1,1,1.0,1.0,0.0,1,1,1,0,1.0,3.0,3.0,5.0,5.0,1.0,1.0,4.0,1,1.0,0.0,0.0,0.0,0.0,1.0,Female,5.0,5.0,White,2.0,East South Central,Yes
1789,1.0,1.0,0.0,,,1.0,1,0,0,1,0.0,0,1,0,0,0,2.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,4.0,5.0,5.0,3.0,5.0,1.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,0.0,1,1,1,0,0.0,1.0,1.0,4.0,2.0,5.0,1.0,4.0,1,1.0,0.0,0.0,0.0,0.0,1.0,Female,3.0,2.0,White,2.0,South Atlantic,Yes
1790,0.0,0.0,,,,2.0,1,1,0,0,1.0,0,0,0,0,1,2.0,1.0,3.0,2.0,2.0,2.0,3.0,5.0,4.0,5.0,4.0,5.0,4.0,2.0,2.0,4.0,5.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,0.0,1,1,1,1,1.0,3.0,3.0,4.0,3.0,1.0,2.0,3.0,1,1.0,0.0,0.0,0.0,0.0,1.0,Female,4.0,2.0,White,3.0,South Atlantic,Yes
1792,0.0,0.0,,,,4.0,1,0,1,0,0.0,0,0,0,0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,1.0,4.0,2.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,0,0,1.0,1.0,1.0,1,1,1,1,1.0,1.0,1.0,5.0,3.0,2.0,2.0,3.0,1,1.0,1.0,0.0,0.0,0.0,1.0,Male,3.0,3.0,White,3.0,West South Central,Yes
1793,0.0,0.0,,,,5.0,1,0,0,1,0.0,0,1,0,0,0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,3.0,5.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,0.0,0,1,1,1,1.0,4.0,4.0,4.0,3.0,2.0,1.0,4.0,1,0.0,0.0,0.0,0.0,1.0,1.0,Male,5.0,5.0,White,3.0,South Atlantic,Yes
1794,0.0,0.0,,,,2.0,0,1,1,1,1.0,0,1,1,0,1,3.0,2.0,4.0,2.0,5.0,2.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,1.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1,1,1,1,0.0,1,1,1.0,1.0,1.0,0,1,1,0,1.0,4.0,4.0,4.0,3.0,1.0,2.0,4.0,1,1.0,0.0,0.0,0.0,0.0,1.0,Female,2.0,4.0,White,2.0,West South Central,Yes
1795,0.0,0.0,,,,2.0,1,0,0,0,0.0,0,0,0,0,0,4.0,1.0,4.0,3.0,2.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,4.0,2.0,1.0,4.0,5.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,0,1.0,1.0,1.0,0,1,1,1,1.0,3.0,3.0,5.0,5.0,2.0,1.0,4.0,1,0.0,0.0,0.0,0.0,1.0,1.0,Female,5.0,4.0,White,2.0,South Atlantic,Yes
1796,0.0,0.0,,,,2.0,1,0,0,0,0.0,0,1,1,0,0,3.0,5.0,5.0,4.0,3.0,3.0,5.0,5.0,4.0,5.0,5.0,1.0,2.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1,1,1,1,1.0,1,0,1.0,1.0,0.0,1,1,1,1,0.0,1.0,1.0,4.0,4.0,3.0,1.0,4.0,1,1.0,0.0,0.0,0.0,0.0,1.0,Male,3.0,3.0,Hispanic,2.0,South Atlantic,Yes
1797,0.0,0.0,,,,6.0,1,0,0,0,0.0,0,1,0,1,0,1.0,3.0,5.0,1.0,5.0,1.0,2.0,5.0,5.0,5.0,5.0,2.0,3.0,3.0,1.0,5.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0,0,1.0,1,0,1.0,1.0,1.0,1,1,1,1,0.5,3.0,3.0,4.0,4.0,4.0,1.0,1.0,1,0.0,0.0,0.0,0.0,1.0,1.0,Female,3.0,4.0,White,2.0,New England,Yes
1798,1.0,1.0,1.0,0.0,,4.0,1,1,1,1,0.0,0,0,0,0,0,2.0,4.0,4.0,3.0,4.0,2.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,1.0,3.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,0,1.0,1.0,0.0,1,1,1,1,0.5,1.0,1.0,4.0,3.0,4.0,1.0,2.0,1,1.0,0.0,0.0,0.0,0.0,1.0,Female,2.0,2.0,White,2.0,West South Central,Yes
1799,0.0,0.0,,,,2.0,0,0,0,1,1.0,0,1,1,0,0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,4.0,1.0,2.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,1.0,0,1,1,1,1.0,1.0,1.0,5.0,4.0,5.0,2.0,3.0,1,0.0,1.0,0.0,0.0,0.0,1.0,Female,3.0,4.0,White,3.0,South Atlantic,Yes
1800,0.0,0.0,,,,4.0,1,1,0,0,1.0,0,1,1,0,1,4.0,3.0,4.0,2.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,0.0,1,1,1.0,1.0,1.0,1,1,1,0,1.0,2.0,2.0,5.0,3.0,1.0,1.0,4.0,1,1.0,0.0,0.0,0.0,0.0,1.0,Male,3.0,5.0,White,2.0,West North Central,Yes
1801,0.0,1.0,1.0,1.0,0.0,4.0,1,1,0,1,0.0,0,1,0,0,0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,5.0,3.0,5.0,5.0,5.0,2.0,3.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,0.0,1.0,1,1,1,1,0.0,2.0,2.0,5.0,5.0,4.0,1.0,2.0,1,0.0,1.0,0.0,0.0,1.0,1.0,Female,3.0,2.0,Other,3.0,South Atlantic,Yes
1802,0.0,0.0,,,,4.0,0,1,0,1,0.0,0,0,0,0,0,4.0,1.0,1.0,1.0,3.0,1.0,5.0,2.0,1.0,3.0,1.0,4.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,0,1.0,0,1,1.0,,,1,1,1,0,0.0,4.0,4.0,4.0,4.0,3.0,,,0,0.0,0.0,0.0,0.0,1.0,0.0,Male,4.0,5.0,White,3.0,Mid-Atlantic,Yes
1803,0.0,0.0,,,,6.0,1,0,0,0,0.0,0,0,0,1,0,3.0,4.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,0,1,1.0,1.0,1.0,1,1,1,1,0.0,3.0,3.0,4.0,4.0,4.0,1.0,4.0,1,1.0,0.0,0.0,0.0,0.0,1.0,Male,4.0,2.0,White,2.0,West South Central,Yes
1804,0.0,0.0,,,,5.0,1,1,0,1,0.0,0,0,0,1,0,2.0,1.0,4.0,3.0,4.0,1.0,1.0,5.0,3.0,5.0,5.0,2.0,3.0,1.0,3.0,4.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,1.0,0,1,1,1,0.5,3.0,2.0,5.0,5.0,3.0,2.0,3.0,1,0.0,0.0,0.0,0.0,1.0,1.0,Female,2.0,2.0,White,2.0,South Atlantic,Yes
1805,0.0,0.0,,,,3.0,0,0,1,1,0.0,0,1,0,1,0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,0,1.0,1,0,1.0,1.0,0.0,0,1,1,0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,4.0,1,0.0,0.0,1.0,0.0,0.0,1.0,Female,4.0,1.0,White,2.0,West North Central,Yes
1806,0.0,1.0,1.0,0.0,,6.0,1,1,0,1,0.0,0,1,0,0,0,3.0,2.0,4.0,2.0,4.0,1.0,4.0,5.0,4.0,5.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,0,1.0,1,1,1.0,1.0,1.0,1,1,1,1,0.0,2.0,2.0,5.0,4.0,5.0,2.0,4.0,1,0.0,0.0,0.0,0.0,1.0,1.0,Female,2.0,2.0,White,2.0,East North Central,Yes
1807,0.0,0.0,,,,5.0,1,0,0,0,0.0,0,1,0,0,0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,1.0,1,1,1,0,1.0,2.0,2.0,4.0,4.0,3.0,1.0,4.0,1,0.0,0.0,0.0,0.0,1.0,1.0,Male,4.0,5.0,White,3.0,New England,Yes
1808,0.0,1.0,1.0,0.0,,3.0,1,0,1,1,0.0,0,1,1,0,1,3.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,2.0,5.0,1.0,2.0,4.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,1.0,0,1,1,0,0.5,2.0,1.0,5.0,4.0,4.0,1.0,3.0,1,0.0,0.0,0.0,1.0,1.0,1.0,Female,2.0,5.0,Hispanic,2.0,West North Central,Yes
1810,0.0,0.0,,,,8.0,1,0,0,0,0.0,0,0,0,0,0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,5.0,4.0,5.0,5.0,4.0,4.0,2.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,0.0,0,1,1,1,0.5,3.0,3.0,5.0,4.0,4.0,1.0,4.0,1,1.0,0.0,0.0,0.0,0.0,1.0,Female,2.0,4.0,White,4.0,West North Central,Yes
1811,0.0,0.0,,,,5.0,0,0,0,1,1.0,0,1,0,0,0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,5.0,5.0,5.0,5.0,4.0,4.0,1.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,0.0,0,1,1,1,1.0,1.0,1.0,5.0,3.0,1.0,1.0,4.0,1,0.0,0.0,0.0,0.0,1.0,1.0,Female,3.0,5.0,White,2.0,West South Central,Yes
1812,0.0,0.0,,,,5.0,0,0,0,1,0.0,0,1,1,1,0,3.0,2.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,2.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,1.0,1,1,1,0,0.5,1.0,1.0,3.0,3.0,3.0,2.0,1.0,1,0.0,0.0,0.0,1.0,0.0,1.0,Male,4.0,5.0,White,3.0,South Atlantic,Yes
1813,1.0,0.0,,,,6.0,0,0,0,0,0.0,0,1,0,1,0,3.0,5.0,4.0,3.0,3.0,2.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,0.0,0,1,1,1,0.0,2.0,2.0,5.0,4.0,1.0,1.0,3.0,1,1.0,0.0,0.0,0.0,0.0,1.0,Female,4.0,3.0,White,2.0,Mid-Atlantic,Yes
1814,0.0,0.0,,,,5.0,1,0,1,1,0.0,0,0,1,1,1,3.0,4.0,3.0,2.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,1.0,3.0,3.0,1.0,5.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,1.0,0,1,1,1,0.5,4.0,4.0,4.0,3.0,4.0,2.0,3.0,1,0.0,1.0,0.0,0.0,0.0,0.0,Female,2.0,2.0,White,2.0,Pacific,Yes
